timestamp,object_id,x,y,z
12.100,venus,3.0250,-1.1812,0.2117
12.100,earth,3.0250,-0.1385,1.6943
12.100,mars,3.0250,1.4212,1.6794
12.200,sun,3.0500,0.0000,0.0000
12.200,mercury,3.0500,0.7825,0.1663
12.200,venus,3.0500,-1.1931,0.1288
12.200,earth,3.0500,-0.2270,1.6848
12.200,mars,3.0500,1.3542,1.7339
12.300,sun,3.0750,0.0000,0.0000
12.300,mercury,3.0750,0.7608,0.2472
12.300,venus,3.0750,-1.1991,0.0453
12.300,earth,3.0750,-0.3149,1.6706
12.300,mars,3.0750,1.2850,1.7857
12.400,sun,3.1000,0.0000,0.0000
12.400,mercury,3.1000,0.7308,0.3254
12.400,venus,3.1000,-1.1994,-0.0385
12.400,earth,3.1000,-0.4019,1.6518
12.400,mars,3.1000,1.2139,1.8348
12.500,sun,3.1250,0.0000,0.0000
12.500,mercury,3.1250,0.6928,0.4000
12.500,venus,3.1250,-1.1938,-0.1220
12.500,earth,3.1250,-0.4878,1.6285
12.500,mars,3.1250,1.1410,1.8810
12.600,sun,3.1500,0.0000,0.0000
12.600,mercury,3.1500,0.6472,0.4702
12.600,venus,3.1500,-1.1824,-0.2050
12.600,earth,3.1500,-0.5723,1.6008
12.600,mars,3.1500,1.0662,1.9243
12.700,sun,3.1750,0.0000,0.0000
12.700,mercury,3.1750,0.5945,0.5353
12.700,venus,3.1750,-1.1652,-0.2870
12.700,earth,3.1750,-0.6553,1.5686
12.700,mars,3.1750,0.9899,1.9647
12.800,sun,3.2000,0.0000,0.0000
12.800,mercury,3.2000,0.5353,0.5945
12.800,venus,3.2000,-1.1423,-0.3676
12.800,earth,3.2000,-0.7365,1.5322
12.800,mars,3.2000,0.9120,2.0021
12.900,sun,3.2250,0.0000,0.0000
12.900,mercury,3.2250,0.4702,0.6472
12.900,venus,3.2250,-1.1139,-0.4464
12.900,earth,3.2250,-0.8157,1.4915
12.900,mars,3.2250,0.8327,2.0363
13.000,sun,3.2500,0.0000,0.0000
13.000,mercury,3.2500,0.4000,0.6928
13.000,venus,3.2500,-1.0800,-0.5230
13.000,earth,3.2500,-0.8926,1.4468
13.000,mars,3.2500,0.7521,2.0675
13.100,sun,3.2750,0.0000,0.0000
13.100,mercury,3.2750,0.3254,0.7308
13.100,venus,3.2750,-1.0409,-0.5970
13.100,earth,3.2750,-0.9671,1.3981
13.100,mars,3.2750,0.6703,2.0954
13.200,sun,3.3000,0.0000,0.0000
13.200,mercury,3.3000,0.2472,0.7608
13.200,venus,3.3000,-0.9968,-0.6682
13.200,earth,3.3000,-1.0390,1.3456
13.200,mars,3.3000,0.5876,2.1201
13.300,sun,3.3250,0.0000,0.0000
13.300,mercury,3.3250,0.1663,0.7825
13.300,venus,3.3250,-0.9477,-0.7361
13.300,earth,3.3250,-1.1080,1.2893
13.300,mars,3.3250,0.5039,2.1415
13.400,sun,3.3500,0.0000,0.0000
13.400,mercury,3.3500,0.0836,0.7956
13.400,venus,3.3500,-0.8941,-0.8004
13.400,earth,3.3500,-1.1739,1.2296
13.400,mars,3.3500,0.4194,2.1597
13.500,sun,3.3750,0.0000,0.0000
13.500,mercury,3.3750,0.0000,0.8000
13.500,venus,3.3750,-0.8360,-0.8608
13.500,earth,3.3750,-1.2367,1.1665
13.500,mars,3.3750,0.3343,2.1745
13.600,sun,3.4000,0.0000,0.0000
13.600,mercury,3.4000,-0.0836,0.7956
13.600,venus,3.4000,-0.7740,-0.9171
13.600,earth,3.4000,-1.2960,1.1001
13.600,mars,3.4000,0.2487,2.1859
13.700,sun,3.4250,0.0000,0.0000
13.700,mercury,3.4250,-0.1663,0.7825
13.700,venus,3.4250,-0.7081,-0.9688
13.700,earth,3.4250,-1.3518,1.0308
13.700,mars,3.4250,0.1627,2.1940
13.800,sun,3.4500,0.0000,0.0000
13.800,mercury,3.4500,-0.2472,0.7608
13.800,venus,3.4500,-0.6388,-1.0158
13.800,earth,3.4500,-1.4039,0.9586
13.800,mars,3.4500,0.0764,2.1987
13.900,sun,3.4750,0.0000,0.0000
13.900,mercury,3.4750,-0.3254,0.7308
13.900,venus,3.4750,-0.5664,-1.0579
13.900,earth,3.4750,-1.4522,0.8839
13.900,mars,3.4750,-0.0100,2.2000
14.000,sun,3.5000,0.0000,0.0000
14.000,mercury,3.5000,-0.4000,0.6928
14.000,venus,3.5000,-0.4912,-1.0949
14.000,earth,3.5000,-1.4964,0.8066
14.000,mars,3.5000,-0.0963,2.1979
14.100,sun,3.5250,0.0000,0.0000
14.100,mercury,3.5250,-0.4702,0.6472
14.100,venus,3.5250,-0.4136,-1.1265
14.100,earth,3.5250,-1.5366,0.7272
14.100,mars,3.5250,-0.1826,2.1924
14.200,sun,3.5500,0.0000,0.0000
14.200,mercury,3.5500,-0.5353,0.5945
14.200,venus,3.5500,-0.3341,-1.1526
14.200,earth,3.5500,-1.5726,0.6458
14.200,mars,3.5500,-0.2685,2.1836
14.300,sun,3.5750,0.0000,0.0000
14.300,mercury,3.5750,-0.5945,0.5353
14.300,venus,3.5750,-0.2528,-1.1731
14.300,earth,3.5750,-1.6042,0.5626
14.300,mars,3.5750,-0.3540,2.1713
14.400,sun,3.6000,0.0000,0.0000
14.400,mercury,3.6000,-0.6472,0.4702
14.400,venus,3.6000,-0.1704,-1.1878
14.400,earth,3.6000,-1.6314,0.4779
14.400,mars,3.6000,-0.4390,2.1558
14.500,sun,3.6250,0.0000,0.0000
14.500,mercury,3.6250,-0.6928,0.4000
14.500,venus,3.6250,-0.0871,-1.1968
14.500,earth,3.6250,-1.6542,0.3919
14.500,mars,3.6250,-0.5233,2.1369
14.600,sun,3.6500,0.0000,0.0000
14.600,mercury,3.6500,-0.7308,0.3254
14.600,venus,3.6500,-0.0034,-1.2000
14.600,earth,3.6500,-1.6725,0.3047
14.600,mars,3.6500,-0.6068,2.1147
14.700,sun,3.6750,0.0000,0.0000
14.700,mercury,3.6750,-0.7608,0.2472
14.700,venus,3.6750,0.0803,-1.1973
14.700,earth,3.6750,-1.6861,0.2168
14.700,mars,3.6750,-0.6893,2.0892
14.800,sun,3.7000,0.0000,0.0000
14.800,mercury,3.7000,-0.7825,0.1663
14.800,venus,3.7000,0.1636,-1.1888
14.800,earth,3.7000,-1.6952,0.1283
14.800,mars,3.7000,-0.7708,2.0605
14.900,sun,3.7250,0.0000,0.0000
14.900,mercury,3.7250,-0.7956,0.0836
14.900,venus,3.7250,0.2461,-1.1745
14.900,earth,3.7250,-1.6995,0.0394
14.900,mars,3.7250,-0.8511,2.0287
15.000,sun,3.7500,0.0000,0.0000
15.000,mercury,3.7500,-0.8000,0.0000
15.000,venus,3.7500,0.3275,-1.1545
15.000,earth,3.7500,-1.6993,-0.0496
15.000,mars,3.7500,-0.9301,1.9937
15.100,sun,3.7750,0.0000,0.0000
15.100,mercury,3.7750,-0.7956,-0.0836
15.100,venus,3.7750,0.4072,-1.1288
15.100,earth,3.7750,-1.6943,-0.1385
15.100,mars,3.7750,-1.0077,1.9557
15.200,sun,3.8000,0.0000,0.0000
15.200,mercury,3.8000,-0.7825,-0.1663
15.200,venus,3.8000,0.4850,-1.0976
15.200,earth,3.8000,-1.6848,-0.2270
15.200,mars,3.8000,-1.0837,1.9146
15.300,sun,3.8250,0.0000,0.0000
15.300,mercury,3.8250,-0.7608,-0.2472
15.300,venus,3.8250,0.5603,-1.0611
15.300,earth,3.8250,-1.6706,-0.3149
15.300,mars,3.8250,-1.1580,1.8706
15.400,sun,3.8500,0.0000,0.0000
15.400,mercury,3.8500,-0.7308,-0.3254
15.400,venus,3.8500,0.6330,-1.0195
15.400,earth,3.8500,-1.6518,-0.4019
15.400,mars,3.8500,-1.2305,1.8237
15.500,sun,3.8750,0.0000,0.0000
15.500,mercury,3.8750,-0.6928,-0.4000
15.500,venus,3.8750,0.7026,-0.9728
15.500,earth,3.8750,-1.6285,-0.4878
15.500,mars,3.8750,-1.3012,1.7740
15.600,sun,3.9000,0.0000,0.0000
15.600,mercury,3.9000,-0.6472,-0.4702
15.600,venus,3.9000,0.7687,-0.9214
15.600,earth,3.9000,-1.6008,-0.5723
15.600,mars,3.9000,-1.3698,1.7215
15.700,sun,3.9250,0.0000,0.0000
15.700,mercury,3.9250,-0.5945,-0.5353
15.700,venus,3.9250,0.8311,-0.8656
15.700,earth,3.9250,-1.5686,-0.6553
15.700,mars,3.9250,-1.4364,1.6664
15.800,sun,3.9500,0.0000,0.0000
15.800,mercury,3.9500,-0.5353,-0.5945
15.800,venus,3.9500,0.8895,-0.8055
15.800,earth,3.9500,-1.5322,-0.7365
15.800,mars,3.9500,-1.5007,1.6087
15.900,sun,3.9750,0.0000,0.0000
15.900,mercury,3.9750,-0.4702,-0.6472
15.900,venus,3.9750,0.9435,-0.7415
15.900,earth,3.9750,-1.4915,-0.8157
15.900,mars,3.9750,-1.5627,1.5486
16.000,sun,4.0000,0.0000,0.0000
16.000,mercury,4.0000,-0.4000,-0.6928
16.000,venus,4.0000,0.9929,-0.6739
16.000,earth,4.0000,-1.4468,-0.8926
16.000,mars,4.0000,-1.6223,1.4860
16.100,sun,4.0250,0.0000,0.0000
16.100,mercury,4.0250,-0.3254,-0.7308
16.100,venus,4.0250,1.0375,-0.6030
16.100,earth,4.0250,-1.3981,-0.9671
16.100,mars,4.0250,-1.6794,1.4212
16.200,sun,4.0500,0.0000,0.0000
16.200,mercury,4.0500,-0.2472,-0.7608
16.200,venus,4.0500,1.0770,-0.5291
16.200,earth,4.0500,-1.3456,-1.0390
16.200,mars,4.0500,-1.7339,1.3542
16.300,sun,4.0750,0.0000,0.0000
16.300,mercury,4.0750,-0.1663,-0.7825
16.300,venus,4.0750,1.1113,-0.4527
16.300,earth,4.0750,-1.2893,-1.1080
16.300,mars,4.0750,-1.7857,1.2850
16.400,sun,4.1000,0.0000,0.0000
16.400,mercury,4.1000,-0.0836,-0.7956
16.400,venus,4.1000,1.1402,-0.3741
16.400,earth,4.1000,-1.2296,-1.1739
16.400,mars,4.1000,-1.8348,1.2139
16.500,sun,4.1250,0.0000,0.0000
16.500,mercury,4.1250,-0.0000,-0.8000
16.500,venus,4.1250,1.1635,-0.2936
16.500,earth,4.1250,-1.1665,-1.2367
16.500,mars,4.1250,-1.8810,1.1410
16.600,sun,4.1500,0.0000,0.0000
16.600,mercury,4.1500,0.0836,-0.7956
16.600,venus,4.1500,1.1812,-0.2117
16.600,earth,4.1500,-1.1001,-1.2960
16.600,mars,4.1500,-1.9243,1.0662
16.700,sun,4.1750,0.0000,0.0000
16.700,mercury,4.1750,0.1663,-0.7825
16.700,venus,4.1750,1.1931,-0.1288
16.700,earth,4.1750,-1.0308,-1.3518
16.700,mars,4.1750,-1.9647,0.9899
16.800,sun,4.2000,0.0000,0.0000
16.800,mercury,4.2000,0.2472,-0.7608
16.800,venus,4.2000,1.1991,-0.0453
16.800,earth,4.2000,-0.9586,-1.4039
16.800,mars,4.2000,-2.0021,0.9120
16.900,sun,4.2250,0.0000,0.0000
16.900,mercury,4.2250,0.3254,-0.7308
16.900,venus,4.2250,1.1994,0.0385
16.900,earth,4.2250,-0.8839,-1.4522
16.900,mars,4.2250,-2.0363,0.8327
17.000,sun,4.2500,0.0000,0.0000
17.000,mercury,4.2500,0.4000,-0.6928
17.000,venus,4.2500,1.1938,0.1220
17.000,earth,4.2500,-0.8066,-1.4964
17.000,mars,4.2500,-2.0675,0.7521
17.100,sun,4.2750,0.0000,0.0000
17.100,mercury,4.2750,0.4702,-0.6472
17.100,venus,4.2750,1.1824,0.2050
17.100,earth,4.2750,-0.7272,-1.5366
17.100,mars,4.2750,-2.0954,0.6703
17.200,sun,4.3000,0.0000,0.0000
17.200,mercury,4.3000,0.5353,-0.5945
17.200,venus,4.3000,1.1652,0.2870
17.200,earth,4.3000,-0.6458,-1.5726
17.200,mars,4.3000,-2.1201,0.5876
17.300,sun,4.3250,0.0000,0.0000
17.300,mercury,4.3250,0.5945,-0.5353
17.300,venus,4.3250,1.1423,0.3676
17.300,earth,4.3250,-0.5626,-1.6042
17.300,mars,4.3250,-2.1415,0.5039
17.400,sun,4.3500,0.0000,0.0000
17.400,mercury,4.3500,0.6472,-0.4702
17.400,venus,4.3500,1.1139,0.4464
17.400,earth,4.3500,-0.4779,-1.6314
17.400,mars,4.3500,-2.1597,0.4194
17.500,sun,4.3750,0.0000,0.0000
17.500,mercury,4.3750,0.6928,-0.4000
17.500,venus,4.3750,1.0800,0.5230
17.500,earth,4.3750,-0.3919,-1.6542
17.500,mars,4.3750,-2.1745,0.3343
17.600,sun,4.4000,0.0000,0.0000
17.600,mercury,4.4000,0.7308,-0.3254
17.600,venus,4.4000,1.0409,0.5970
17.600,earth,4.4000,-0.3047,-1.6725
17.600,mars,4.4000,-2.1859,0.2487
17.700,sun,4.4250,0.0000,0.0000
17.700,mercury,4.4250,0.7608,-0.2472
17.700,venus,4.4250,0.9968,0.6682
17.700,earth,4.4250,-0.2168,-1.6861
17.700,mars,4.4250,-2.1940,0.1627
17.800,sun,4.4500,0.0000,0.0000
17.800,mercury,4.4500,0.7825,-0.1663
17.800,venus,4.4500,0.9477,0.7361
17.800,earth,4.4500,-0.1283,-1.6952
17.800,mars,4.4500,-2.1987,0.0764
17.900,sun,4.4750,0.0000,0.0000
17.900,mercury,4.4750,0.7956,-0.0836
17.900,venus,4.4750,0.8941,0.8004
17.900,earth,4.4750,-0.0394,-1.6995
17.900,mars,4.4750,-2.2000,-0.0100
18.000,sun,4.5000,0.0000,0.0000
18.000,mercury,4.5000,0.8000,-0.0000
18.000,venus,4.5000,0.8360,0.8608
18.000,earth,4.5000,0.0496,-1.6993
18.000,mars,4.5000,-2.1979,-0.0963
18.100,sun,4.5250,0.0000,0.0000
18.100,mercury,4.5250,0.7956,0.0836
18.100,venus,4.5250,0.7740,0.9171
18.100,earth,4.5250,0.1385,-1.6943
18.100,mars,4.5250,-2.1924,-0.1826
18.200,sun,4.5500,0.0000,0.0000
18.200,mercury,4.5500,0.7825,0.1663
18.200,venus,4.5500,0.7081,0.9688
18.200,earth,4.5500,0.2270,-1.6848
18.200,mars,4.5500,-2.1836,-0.2685
18.300,sun,4.5750,0.0000,0.0000
18.300,mercury,4.5750,0.7608,0.2472
18.300,venus,4.5750,0.6388,1.0158
18.300,earth,4.5750,0.3149,-1.6706
18.300,mars,4.5750,-2.1713,-0.3540
18.400,sun,4.6000,0.0000,0.0000
18.400,mercury,4.6000,0.7308,0.3254
18.400,venus,4.6000,0.5664,1.0579
18.400,earth,4.6000,0.4019,-1.6518
18.400,mars,4.6000,-2.1558,-0.4390
18.500,sun,4.6250,0.0000,0.0000
18.500,mercury,4.6250,0.6928,0.4000
18.500,venus,4.6250,0.4912,1.0949
18.500,earth,4.6250,0.4878,-1.6285
18.500,mars,4.6250,-2.1369,-0.5233
18.600,sun,4.6500,0.0000,0.0000
18.600,mercury,4.6500,0.6472,0.4702
18.600,venus,4.6500,0.4136,1.1265
18.600,earth,4.6500,0.5723,-1.6008
18.600,mars,4.6500,-2.1147,-0.6068
18.700,sun,4.6750,0.0000,0.0000
18.700,mercury,4.6750,0.5945,0.5353
18.700,venus,4.6750,0.3341,1.1526
18.700,earth,4.6750,0.6553,-1.5686
18.700,mars,4.6750,-2.0892,-0.6893
18.800,sun,4.7000,0.0000,0.0000
18.800,mercury,4.7000,0.5353,0.5945
18.800,venus,4.7000,0.2528,1.1731
18.800,earth,4.7000,0.7365,-1.5322
18.800,mars,4.7000,-2.0605,-0.7708
18.900,sun,4.7250,0.0000,0.0000
18.900,mercury,4.7250,0.4702,0.6472
18.900,venus,4.7250,0.1704,1.1878
18.900,earth,4.7250,0.8157,-1.4915
18.900,mars,4.7250,-2.0287,-0.8511
19.000,sun,4.7500,0.0000,0.0000
19.000,mercury,4.7500,0.4000,0.6928
19.000,venus,4.7500,0.0871,1.1968
19.000,earth,4.7500,0.8926,-1.4468
19.000,mars,4.7500,-1.9937,-0.9301
19.100,sun,4.7750,0.0000,0.0000
19.100,mercury,4.7750,0.3254,0.7308
19.100,venus,4.7750,0.0034,1.2000
19.100,earth,4.7750,0.9671,-1.3981
19.100,mars,4.7750,-1.9557,-1.0077
19.200,sun,4.8000,0.0000,0.0000
19.200,mercury,4.8000,0.2472,0.7608
19.200,venus,4.8000,-0.0803,1.1973
19.200,earth,4.8000,1.0390,-1.3456
19.200,mars,4.8000,-1.9146,-1.0837
19.300,sun,4.8250,0.0000,0.0000
19.300,mercury,4.8250,0.1663,0.7825
19.300,venus,4.8250,-0.1636,1.1888
19.300,earth,4.8250,1.1080,-1.2893
19.300,mars,4.8250,-1.8706,-1.1580
19.400,sun,4.8500,0.0000,0.0000
19.400,mercury,4.8500,0.0836,0.7956
19.400,venus,4.8500,-0.2461,1.1745
19.400,earth,4.8500,1.1739,-1.2296
19.400,mars,4.8500,-1.8237,-1.2305
19.500,sun,4.8750,0.0000,0.0000
19.500,mercury,4.8750,0.0000,0.8000
19.500,venus,4.8750,-0.3275,1.1545
19.500,earth,4.8750,1.2367,-1.1665
19.500,mars,4.8750,-1.7740,-1.3012
19.600,sun,4.9000,0.0000,0.0000
19.600,mercury,4.9000,-0.0836,0.7956
19.600,venus,4.9000,-0.4072,1.1288
19.600,earth,4.9000,1.2960,-1.1001
19.600,mars,4.9000,-1.7215,-1.3698
19.700,sun,4.9250,0.0000,0.0000
19.700,mercury,4.9250,-0.1663,0.7825
19.700,venus,4.9250,-0.4850,1.0976
19.700,earth,4.9250,1.3518,-1.0308
19.700,mars,4.9250,-1.6664,-1.4364
19.800,sun,4.9500,0.0000,0.0000
19.800,mercury,4.9500,-0.2472,0.7608
19.800,venus,4.9500,-0.5603,1.0611
19.800,earth,4.9500,1.4039,-0.9586
19.800,mars,4.9500,-1.6087,-1.5007
19.900,sun,4.9750,0.0000,0.0000
19.900,mercury,4.9750,-0.3254,0.7308
19.900,venus,4.9750,-0.6330,1.0195
19.900,earth,4.9750,1.4522,-0.8839
19.900,mars,4.9750,-1.5486,-1.5627
20.000,sun,5.0000,0.0000,0.0000
20.000,mercury,5.0000,-0.4000,0.6928
20.000,venus,5.0000,-0.7026,0.9728
20.000,earth,5.0000,1.4964,-0.8066
20.000,mars,5.0000,-1.4860,-1.6223
